nome;is_person;role_detail;role_group;numero_episodio;dubbing_type;imdb_nconst;nome_corretto_imdb;imdb_action
La Stampa;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Il Sole 24 Ore;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
VACA FILMS;False;Material de Producción;Miscellaneous Companies;El desorden que dejas S01E03;;;;
EL MUNDO DEL PAPEL PINTADO;False;Compras Mobiliario y Ambientación;Miscellaneous Companies;El desorden que dejas S01E03;;;;
BANALE;False;Material de Producción;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Il Messaggero;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Panorama;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
L’Europeo;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Il Corriere della Sera;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
MicroMega;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
l’Espresso;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
la Repubblica;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
La Gazzetta dello Sport;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
il Romanista;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Internazionale;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Artforum;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Chertok Associates;False;;Miscellaneous Companies;Amelie;;;;
BLUESCREEN;False;Splashbag y Luz Subacuática;Miscellaneous Companies;El desorden que dejas S01E03;;;;
GLOBALIA CORPORATE TRAVEL;False;Agencia de Viajes;Miscellaneous Companies;El desorden que dejas S01E03;;;;
ASESORÍA CRISTINA MARTÍNEZ;False;Asesoría;Miscellaneous Companies;El desorden que dejas S01E03;;;;
JAVIER VÁZQUEZ;False;Servicios Legales;Miscellaneous Companies;El desorden que dejas S01E03;;;;
GARRIGUES;False;Servicios Legales;Miscellaneous Companies;El desorden que dejas S01E03;;;;
CAIXABANK;False;Servicios Financieros;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Concello de A Coruña;False;;Miscellaneous Companies;El desorden que dejas S01E03;;;;
PLUG IN MUSIC;False;;Miscellaneous Companies;La grande bellezza;;;;
Digital Records Roma;False;Registrazioni e missaggi effettuati presso;Miscellaneous Companies;La grande bellezza;;;;
Rai - Radio Televisione Italiana;False;un ringraziamento particolare a;Miscellaneous Companies;La grande bellezza;;;;
Omero Antonutti;True;un ringraziamento particolare a;Miscellaneous Companies;La grande bellezza;;nm0031511;Omero Antonutti;A
Corbis;False;un ringraziamento particolare a;Miscellaneous Companies;La grande bellezza;;;;
Meddol;False;un ringraziamento particolare a;Miscellaneous Companies;La grande bellezza;;;;
Discovery Italia;False;un ringraziamento particolare a;Miscellaneous Companies;La grande bellezza;;;;
Panini spa;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Parkett;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Mousse;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Kaleidoscope;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Frieze;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Flashart;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
TOBOGGAN;False;Cámara y Walkies;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Cura Magazine;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Vanity Fair – Edizioni Condé Nast;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
C.Bourgeois;False;Éditions;Miscellaneous Companies;Amelie;;;;
Sandro Teti Editore;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Elephant Records;False;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Flos;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Eter Biometric Tecnologies – Sistemi biometrici di controllo accessi e apparati di sicurezza elettronici;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Dedar tessuti per arredamento, carte da parati, passamanerie;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Declercq Mobilier;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Elephant Records;False;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Leonardo Cruciano;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Campeggi srl;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Broggi 1818;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Brandani Gift Group;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Bose;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Elephant Records;False;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Elephant Records;False;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;;;;
April;False;;Miscellaneous Companies;Amelie;;;;
Trans World International, Inc.;False;;Miscellaneous Companies;Amelie;;;;
Bellaria Design;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Lampade Artemide;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Altai;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Apple Inc.;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Alpitour;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Alessi;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
www.celispose.com;False;Per i costumi;Miscellaneous Companies;La grande bellezza;;;;
Tod’s;False;Per i costumi;Miscellaneous Companies;La grande bellezza;;;;
Lorenzo Riva;False;Per i costumi;Miscellaneous Companies;La grande bellezza;;;;
Foscarini;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
FP Group;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Gervasoni spa;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Meeting Chairs – design Laurence Humier;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
BBC;False;;Miscellaneous Companies;Amelie;;;;
Labels/Virgin France;False;(P) Ici d'ailleurs;Miscellaneous Companies;Amelie;;;;
Film Images;False;;Miscellaneous Companies;Amelie;;;;
Associazione Archivi Guttuso;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Hotel de la lune;False;Si ringraziano gli artisti;Miscellaneous Companies;La grande bellezza;;;;
Foto Scala, Firenze;False;;Miscellaneous Companies;La grande bellezza;;;;
Treviso, Museo Civico;False;;Miscellaneous Companies;La grande bellezza;;;;
Polo Museale della città di Roma;False;;Miscellaneous Companies;La grande bellezza;;;;
Giulio Einaudi Editore;False;;Miscellaneous Companies;La grande bellezza;;;;
Elephant Records;False;Cortesía de;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Corbaccio Editore;False;;Miscellaneous Companies;La grande bellezza;;;;
Wannenes – Genova;False;Si ringraziano;Miscellaneous Companies;La grande bellezza;;;;
Pch Media di Chiara Telarucci;False;consulenza product placement;Miscellaneous Companies;La grande bellezza;;;;
Giulio Einaudi Editore;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Umberto Allemandi & C.;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Adelphi Edizioni;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Villeroy & Boch;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Corpi Illuminanti Viabizzuno;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Unopiù;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Trudi spa;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Ceramica Artistica Solimene Vincenzo srl;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Society;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Obor;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Messulam;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Skira Editore spa;False;Per la scenografia;Miscellaneous Companies;La grande bellezza;;;;
Ici d'ailleurs;False;Éditions;Miscellaneous Companies;Amelie;;;;
AON;False;Seguro de Rodaje;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Sony ATV Publishing France;False;"Sauf ""QUIMPER 94"", ""LA VALSE DES MONSTRES"" et ""LE BANQUET""";Miscellaneous Companies;Amelie;;;;
DELUXE SPAIN;False;Postproducción de sonido;Miscellaneous Companies;El desorden que dejas S01E03;;;;
DELUXE SPAIN;False;Estudio Efectos Visuales;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Photomaton S.A.;False;Photomatons;Miscellaneous Companies;Amelie;;;;
DELUXE 103;False;Estudios de Doblaje;Miscellaneous Companies;El desorden que dejas S01E03;;;;
DELUXE SPAIN;False;Subtitulado;Miscellaneous Companies;El desorden que dejas S01E03;;;;
HOTEL CELANOVA;False;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Cosmos - Studio Sets;False;Studio France;Miscellaneous Companies;Amelie;;;;
HOTEL FRANCISCO II;False;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;;;;
HOTEL BARCELÓ OURENSE;False;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;;;;
HOTEL ALTIANA;False;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Eric Le Mouel;False;Loges;Miscellaneous Companies;Amelie;;;;
HOTEL AVENIDA;False;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;;;;
HOTEL PLAZA;False;Alojamientos;Miscellaneous Companies;El desorden que dejas S01E03;;;;
P L S;False;Location véhicules techniques;Miscellaneous Companies;Amelie;;;;
Ercidan;False;Banc-titre;Miscellaneous Companies;Amelie;;;;
D C A;False;Matériel son - Repiquage;Miscellaneous Companies;Amelie;;;;
Cinesyl;False;Matériel machinerie;Miscellaneous Companies;Amelie;;;;
Panavision Alga;False;Matériel machinerie;Miscellaneous Companies;Amelie;;;;
Car Grip;False;Matériel machinerie;Miscellaneous Companies;Amelie;;;;
Transpalux;False;Matériel électrique;Miscellaneous Companies;Amelie;;;;
Auditoriums de Boulogne;False;Auditorium;Miscellaneous Companies;Amelie;;;;
DELUXE SPAIN;False;Postproducción de imagen;Miscellaneous Companies;El desorden que dejas S01E03;;;;
Eclair;False;Laboratoire;Miscellaneous Companies;Amelie;;;;
NEOVIDEO;False;Discos Duros y Back Up;Miscellaneous Companies;El desorden que dejas S01E03;;;;
O XARDIN DE ÁRBORE;False;Catering;Miscellaneous Companies;El desorden que dejas S01E03;;;;
FLORES PATIÑO;False;Compras Mobiliario y Ambientación;Miscellaneous Companies;El desorden que dejas S01E03;;;;
MADELAS LAMELAS;False;Compras Fungibles y Varios Construcción;Miscellaneous Companies;El desorden que dejas S01E03;;;;
PINTURAS ISAVAL;False;Compras Fungibles y Varios Construcción;Miscellaneous Companies;El desorden que dejas S01E03;;;;
TORRES Y SAEZ;False;Compras Fungibles y Varios Construcción;Miscellaneous Companies;El desorden que dejas S01E03;;;;
